Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Age_Group
0,Travel_Frequently,Research & Development,24,Master,Life Sciences,Male,High,2,Laboratory Technician,Very High,Married,5309,0,10,2,Better,10,28-32
0,Travel_Rarely,Research & Development,2,Doctor,Medical,Male,High,1,Research Scientist,High,Married,3057,1,6,0,Bad,1,33-37
0,Travel_Rarely,Research & Development,8,Doctor,Life Sciences,Female,High,2,Manufacturing Director,Low,Divorced,5121,0,7,3,Better,0,33-37
0,Travel_Rarely,Sales,3,Master,Marketing,Male,Medium,4,Manager,Low,Married,16856,0,34,3,Best,34,48-52
1,Travel_Rarely,Research & Development,1,Master,Other,Male,High,1,Research Scientist,Very High,Single,2686,1,10,2,Good,10,28-32
0,Travel_Rarely,Sales,26,Below College,Medical,Female,High,2,Sales Executive,Very High,Single,6180,0,6,5,Good,6,23-27
0,Travel_Rarely,Sales,2,College,Technical Degree,Male,Low,2,Sales Representative,High,Single,6632,0,9,3,Better,8,43-47
0,Travel_Rarely,Research & Development,10,Below College,Medical,Male,Very High,1,Research Scientist,High,Single,3505,0,2,3,Better,2,18-22
1,Travel_Frequently,Sales,27,College,Life Sciences,Female,Very High,2,Sales Executive,High,Single,6397,1,8,2,Better,5,43-47
0,Travel_Rarely,Sales,2,Bachelor,Other,Male,High,2,Sales Executive,Very High,Single,6274,0,6,5,Better,6,33-37
1,Travel_Rarely,Research & Development,2,Bachelor,Medical,Male,High,5,Manager,Low,Married,19859,1,24,2,Better,5,53-57
0,Non-Travel,Sales,8,Master,Life Sciences,Male,Medium,3,Sales Executive,Low,Single,7587,0,10,1,Better,10,33-37
0,Non-Travel,Research & Development,19,Master,Medical,Male,High,1,Research Scientist,Very High,Married,4258,0,5,3,Better,4,48-52
0,Travel_Frequently,Research & Development,1,College,Life Sciences,Female,Low,1,Laboratory Technician,Very High,Divorced,4364,0,5,2,Better,2,23-27
0,Travel_Rarely,Research & Development,27,Bachelor,Medical,Female,High,2,Healthcare Representative,High,Married,4335,0,11,3,Good,8,28-32
1,Travel_Rarely,Sales,8,Bachelor,Technical Degree,Male,Medium,2,Sales Executive,Low,Single,5326,0,6,2,Good,4,23-27
0,Travel_Rarely,Research & Development,1,Master,Life Sciences,Female,Very High,1,Research Scientist,Very High,Single,3280,0,10,2,Better,4,33-37
0,Travel_Rarely,Research & Development,19,Master,Medical,Female,High,2,Manufacturing Director,Low,Divorced,5485,1,9,4,Better,5,53-57
0,Travel_Frequently,Sales,8,Below College,Marketing,Male,High,2,Sales Executive,Very High,Married,4342,0,5,3,Better,4,23-27
0,Travel_Rarely,Research & Development,10,Below College,Life Sciences,Female,High,1,Research Scientist,Low,Divorced,2782,1,6,3,Good,5,33-37
0,Travel_Frequently,Research & Development,2,Master,Life Sciences,Female,Very High,2,Manufacturing Director,Low,Single,5980,1,17,2,Better,15,33-37
0,Travel_Rarely,Research & Development,2,Master,Medical,Female,Medium,1,Research Scientist,Low,Single,4381,0,6,3,Better,6,33-37
0,Travel_Rarely,Sales,8,Master,Life Sciences,Female,High,1,Sales Representative,Very High,Married,2572,0,3,1,Good,3,33-37
0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Male,Low,1,Laboratory Technician,High,Married,3833,0,7,2,Better,2,28-32
0,Travel_Frequently,Research & Development,2,College,Medical,Female,Very High,2,Healthcare Representative,Medium,Married,4244,0,8,2,Better,8,38-42
0,Travel_Rarely,Sales,8,College,Life Sciences,Female,High,2,Sales Executive,Low,Married,6500,0,6,1,Better,3,33-37
0,Travel_Frequently,Research & Development,8,Bachelor,Life Sciences,Male,High,5,Manager,Very High,Divorced,18430,0,24,4,Good,24,38-42
1,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,Male,Very High,1,Laboratory Technician,Low,Married,1601,1,1,2,Better,0,18-22
0,Non-Travel,Research & Development,9,Bachelor,Life Sciences,Male,Medium,1,Laboratory Technician,Medium,Divorced,2694,0,1,4,Better,1,23-27
0,Travel_Rarely,Research & Development,11,Master,Life Sciences,Female,High,2,Laboratory Technician,High,Married,3149,0,9,3,Better,5,48-52
0,Travel_Rarely,Research & Development,2,Bachelor,Medical,Male,High,4,Research Director,High,Married,17639,0,30,3,Better,4,48-52
1,Travel_Rarely,Research & Development,1,College,Life Sciences,Female,Medium,1,Laboratory Technician,Low,Married,2319,1,1,1,Better,1,28-32
0,Travel_Rarely,Research & Development,7,Bachelor,Medical,Male,High,3,Research Director,High,Married,11691,0,14,3,Best,13,28-32
1,Travel_Rarely,Sales,16,Bachelor,Marketing,Female,High,2,Sales Executive,Low,Single,5324,0,6,3,Better,3,28-32
0,Travel_Rarely,Research & Development,2,College,Other,Female,High,4,Manager,Very High,Married,16752,1,26,3,Good,26,43-47
0,Travel_Rarely,Research & Development,1,Bachelor,Other,Female,High,2,Manufacturing Director,Medium,Married,5228,0,10,2,Better,9,33-37
0,Travel_Rarely,Research & Development,23,College,Life Sciences,Male,Very High,1,Research Scientist,High,Married,2700,0,10,3,Better,10,28-32
1,Travel_Rarely,Research & Development,2,Master,Life Sciences,Male,High,5,Research Director,Medium,Single,19246,1,40,2,Better,31,53-57
0,Travel_Rarely,Research & Development,1,Master,Life Sciences,Female,Very High,1,Research Scientist,High,Single,2506,0,7,0,Better,2,33-37
0,Travel_Rarely,Research & Development,1,College,Life Sciences,Female,Medium,2,Manufacturing Director,Very High,Married,6062,1,8,4,Better,4,38-42
1,Travel_Rarely,Research & Development,2,Master,Medical,Male,High,1,Research Scientist,High,Single,4382,0,5,3,Good,2,23-27
0,Travel_Rarely,Human Resources,13,Bachelor,Human Resources,Male,High,1,Human Resources,Medium,Married,2143,0,8,2,Better,5,33-37
0,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,Female,Medium,2,Manufacturing Director,High,Married,6162,0,14,3,Better,14,28-32
0,Travel_Frequently,Research & Development,16,Master,Medical,Male,Medium,2,Laboratory Technician,High,Single,5094,0,10,6,Better,1,38-42
0,Travel_Rarely,Research & Development,2,Bachelor,Medical,Female,Medium,2,Manufacturing Director,Very High,Single,6877,1,12,4,Good,0,28-32
0,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Female,Medium,1,Research Scientist,High,Single,2274,0,1,3,Better,1,43-47
0,Travel_Rarely,Research & Development,29,Bachelor,Life Sciences,Male,High,2,Manufacturing Director,Medium,Married,4434,0,10,3,Good,9,38-42
0,Travel_Frequently,Research & Development,12,Bachelor,Life Sciences,Male,Medium,2,Healthcare Representative,Low,Divorced,6288,0,13,3,Good,4,33-37
0,Travel_Frequently,Research & Development,16,Master,Life Sciences,Female,Medium,1,Research Scientist,Very High,Single,2553,0,6,3,Better,5,33-37
1,Travel_Rarely,Sales,11,Bachelor,Marketing,Female,High,3,Sales Executive,Very High,Married,7654,0,9,3,Best,9,48-52
1,Travel_Rarely,Sales,2,Below College,Medical,Male,High,2,Sales Executive,Very High,Single,5160,0,12,3,Good,9,53-57
0,Travel_Rarely,Research & Development,14,College,Life Sciences,Male,High,4,Research Director,Low,Married,17159,0,22,3,Better,4,38-42
0,Travel_Rarely,Research & Development,5,Below College,Technical Degree,Male,Medium,3,Research Director,Very High,Divorced,12808,1,9,3,Better,9,23-27
0,Travel_Rarely,Research & Development,7,Bachelor,Other,Male,High,3,Manufacturing Director,High,Single,10221,0,17,3,Best,8,33-37
0,Travel_Rarely,Sales,2,Master,Marketing,Female,High,2,Sales Executive,Medium,Married,4779,1,8,2,Better,8,23-27
0,Travel_Rarely,Human Resources,3,College,Human Resources,Male,High,1,Human Resources,Very High,Married,3737,0,4,1,Bad,3,33-37
1,Travel_Frequently,Research & Development,5,College,Medical,Female,Medium,1,Research Scientist,High,Married,2366,1,8,2,Better,8,23-27
0,Non-Travel,Research & Development,3,Bachelor,Medical,Male,High,1,Research Scientist,Very High,Married,1706,0,0,6,Good,0,23-27
0,Travel_Rarely,Sales,26,Master,Marketing,Female,High,4,Manager,High,Married,16307,0,29,2,Good,20,48-52
0,Travel_Rarely,Research & Development,4,Bachelor,Medical,Male,High,2,Healthcare Representative,Medium,Single,5933,0,10,2,Good,5,43-47
0,Travel_Rarely,Research & Development,2,Below College,Medical,Male,Very High,1,Research Scientist,Low,Single,3424,0,6,3,Good,4,23-27
0,Travel_Rarely,Sales,1,Bachelor,Medical,Male,Very High,2,Sales Executive,Low,Divorced,4037,0,9,5,Better,9,28-32
0,Travel_Rarely,Research & Development,27,Below College,Medical,Female,Medium,1,Research Scientist,Low,Single,2559,0,6,3,Good,6,33-37
0,Travel_Rarely,Sales,1,College,Life Sciences,Male,High,2,Sales Executive,Very High,Married,6201,1,18,1,Good,18,33-37
0,Travel_Rarely,Sales,13,Master,Life Sciences,Male,High,2,Sales Executive,Very High,Divorced,4403,0,8,3,Good,5,28-32
0,Travel_Frequently,Research & Development,5,Master,Life Sciences,Male,Medium,1,Research Scientist,Very High,Divorced,3761,0,10,3,Good,5,28-32
0,Travel_Rarely,Sales,7,College,Marketing,Female,Medium,3,Sales Executive,Very High,Married,10934,1,35,3,Better,5,48-52
0,Travel_Rarely,Sales,9,Bachelor,Marketing,Male,High,3,Sales Executive,Low,Divorced,10761,1,18,2,Better,5,43-47
0,Travel_Rarely,Research & Development,8,College,Medical,Female,Very High,2,Research Scientist,High,Married,5175,0,9,3,Good,5,28-32
0,Travel_Frequently,Research & Development,25,Master,Medical,Female,Medium,4,Manufacturing Director,Very High,Married,13826,0,31,3,Better,9,48-52
0,Travel_Rarely,Sales,16,Master,Marketing,Male,Medium,2,Sales Executive,High,Divorced,6334,0,9,2,Better,1,33-37
0,Travel_Rarely,Human Resources,8,College,Medical,Male,Medium,1,Human Resources,Very High,Divorced,4936,0,6,6,Better,5,23-27
0,Travel_Rarely,Research & Development,1,College,Life Sciences,Male,Medium,2,Manufacturing Director,Very High,Married,4775,0,4,2,Bad,2,18-22
0,Travel_Rarely,Research & Development,8,Master,Life Sciences,Male,Very High,1,Laboratory Technician,Very High,Married,2818,1,10,2,Good,3,43-47
0,Travel_Frequently,Research & Development,2,Below College,Medical,Male,High,1,Research Scientist,Very High,Single,2515,1,8,2,Better,2,38-42
0,Travel_Rarely,Human Resources,8,Bachelor,Life Sciences,Male,Medium,1,Human Resources,Low,Married,2342,0,6,3,Better,5,33-37
0,Travel_Rarely,Sales,3,Below College,Other,Male,High,2,Sales Executive,Low,Married,4194,1,5,3,Better,5,23-27
0,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,Female,Medium,3,Manufacturing Director,High,Married,10685,1,17,2,Better,17,33-37
1,Travel_Frequently,Research & Development,25,Master,Life Sciences,Female,High,1,Research Scientist,Medium,Divorced,2022,1,10,3,Good,10,33-37
0,Non-Travel,Research & Development,1,Bachelor,Life Sciences,Male,High,1,Laboratory Technician,Very High,Divorced,2314,0,4,2,Better,3,28-32
0,Travel_Rarely,Sales,4,Below College,Marketing,Male,Medium,2,Sales Executive,Low,Married,4256,0,5,1,Best,5,23-27
0,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,Female,High,1,Research Scientist,Low,Married,3580,0,7,2,Better,4,48-52
0,Non-Travel,Research & Development,4,Below College,Life Sciences,Male,Medium,1,Laboratory Technician,Very High,Married,3162,0,6,2,Good,5,23-27
0,Travel_Frequently,Sales,5,College,Life Sciences,Male,High,2,Sales Executive,Medium,Married,6524,0,10,3,Better,10,28-32
0,Travel_Rarely,Sales,9,Bachelor,Marketing,Male,Medium,1,Sales Representative,Medium,Married,2899,0,3,3,Better,2,33-37
0,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Female,Very High,2,Laboratory Technician,Very High,Married,5231,1,17,1,Good,5,38-42
0,Travel_Rarely,Research & Development,11,Master,Life Sciences,Male,High,1,Research Scientist,Very High,Married,2356,1,8,2,Better,6,28-32
1,Travel_Rarely,Sales,1,Bachelor,Medical,Female,Medium,1,Sales Representative,High,Divorced,2800,1,5,3,Better,3,28-32
0,Travel_Rarely,Sales,8,Bachelor,Marketing,Male,High,4,Sales Executive,Very High,Married,11836,0,28,3,Better,2,48-52
0,Travel_Rarely,Research & Development,25,Bachelor,Technical Degree,Male,Medium,3,Manufacturing Director,Medium,Married,10903,0,16,2,Better,13,33-37
0,Travel_Frequently,Sales,21,College,Medical,Female,High,1,Sales Representative,Very High,Married,2973,0,10,3,Better,5,33-37
0,Travel_Rarely,Research & Development,23,Master,Life Sciences,Female,High,4,Research Director,Very High,Single,14275,0,33,0,Better,12,48-52
0,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,Female,High,2,Healthcare Representative,Very High,Married,5562,0,12,2,Good,5,38-42
0,Travel_Rarely,Sales,2,College,Marketing,Female,High,2,Sales Executive,Very High,Married,4537,1,8,2,Better,7,43-47
0,Non-Travel,Sales,19,College,Medical,Male,High,3,Sales Executive,Medium,Single,7642,1,10,2,Better,10,33-37
0,Non-Travel,Research & Development,2,Master,Life Sciences,Male,High,4,Manager,Low,Divorced,17924,0,31,3,Better,31,48-52
0,Travel_Rarely,Human Resources,2,Bachelor,Life Sciences,Female,Medium,2,Human Resources,Very High,Married,5204,0,13,2,Better,5,38-42
0,Travel_Rarely,Human Resources,3,College,Human Resources,Male,High,1,Human Resources,Medium,Divorced,2277,1,7,4,Best,4,28-32
1,Travel_Rarely,Research & Development,25,Master,Life Sciences,Male,High,1,Laboratory Technician,Very High,Single,2795,1,1,2,Bad,1,28-32
0,Travel_Rarely,Research & Development,7,Below College,Medical,Female,Medium,1,Laboratory Technician,Very High,Divorced,2532,0,8,5,Better,4,28-32
0,Travel_Rarely,Research & Development,9,College,Life Sciences,Male,High,1,Research Scientist,Low,Married,2559,1,8,0,Better,8,43-47
0,Travel_Rarely,Sales,5,Master,Medical,Male,High,2,Sales Executive,Very High,Single,4908,0,4,3,Better,4,23-27
1,Travel_Frequently,Research & Development,2,Below College,Life Sciences,Male,Medium,1,Laboratory Technician,Very High,Divorced,2380,1,3,3,Good,1,53-57
0,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,Female,High,2,Manufacturing Director,Medium,Divorced,4765,0,4,2,Best,1,38-42
1,Travel_Rarely,Sales,2,Bachelor,Medical,Female,Medium,1,Sales Representative,High,Single,2044,0,2,3,Good,2,18-22
1,Travel_Rarely,Research & Development,18,Below College,Other,Female,High,1,Research Scientist,Very High,Single,2693,0,1,3,Good,1,18-22
0,Travel_Rarely,Research & Development,14,Below College,Life Sciences,Male,High,2,Healthcare Representative,Very High,Married,6586,1,17,2,Good,16,33-37
0,Travel_Rarely,Sales,2,Master,Life Sciences,Female,Medium,1,Sales Representative,Very High,Single,3294,1,3,3,Good,3,43-47
1,Travel_Rarely,Research & Development,3,Below College,Life Sciences,Female,High,2,Manufacturing Director,High,Married,4171,1,4,3,Best,3,18-22
1,Travel_Rarely,Research & Development,2,Master,Life Sciences,Female,Low,1,Laboratory Technician,Very High,Divorced,2778,1,10,1,Good,7,38-42
0,Travel_Rarely,Research & Development,9,Bachelor,Medical,Female,High,1,Research Scientist,High,Divorced,2377,0,6,2,Better,2,23-27
1,Travel_Rarely,Research & Development,6,Bachelor,Medical,Male,High,1,Laboratory Technician,Low,Married,2404,1,8,2,Bad,2,38-42
0,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,Female,High,1,Research Scientist,High,Single,2318,0,1,2,Better,1,23-27
0,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,Male,High,1,Laboratory Technician,Medium,Divorced,2008,0,1,3,Better,1,33-37
0,Travel_Rarely,Sales,14,College,Medical,Female,Medium,2,Sales Executive,High,Single,6244,0,10,6,Better,5,38-42
0,Travel_Rarely,Research & Development,1,Master,Other,Male,Medium,1,Research Scientist,Low,Single,2799,1,6,1,Better,3,28-32
0,Travel_Rarely,Research & Development,5,Bachelor,Technical Degree,Female,Medium,3,Healthcare Representative,Medium,Divorced,10552,1,24,3,Better,6,53-57
0,Travel_Rarely,Sales,7,Master,Life Sciences,Male,Medium,1,Sales Representative,High,Married,2329,0,13,2,Best,7,28-32
0,Travel_Rarely,Research & Development,21,Below College,Life Sciences,Female,High,2,Healthcare Representative,Very High,Married,4014,1,10,2,Bad,10,33-37
0,Travel_Rarely,Research & Development,8,College,Other,Female,High,3,Laboratory Technician,Medium,Married,7403,0,29,3,Good,26,48-52
0,Travel_Rarely,Research & Development,20,Master,Medical,Male,High,1,Research Scientist,High,Married,2259,0,13,2,Good,0,43-47
0,Non-Travel,Sales,20,College,Marketing,Female,High,2,Sales Executive,High,Married,6932,0,9,2,Good,9,28-32
0,Travel_Rarely,Research & Development,7,Master,Other,Male,High,1,Research Scientist,Very High,Single,4678,0,8,6,Better,6,33-37
0,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,Female,High,3,Research Director,Low,Married,13582,0,15,3,Better,15,33-37
0,Non-Travel,Research & Development,1,Bachelor,Life Sciences,Female,Medium,1,Laboratory Technician,Medium,Married,2332,0,5,3,Better,3,28-32
1,Travel_Rarely,Sales,19,College,Marketing,Male,Medium,1,Sales Representative,Medium,Married,2413,1,1,2,Better,1,23-27
0,Travel_Rarely,Sales,10,Master,Marketing,Male,Medium,3,Sales Executive,Medium,Divorced,9705,0,11,2,Good,1,38-42
0,Travel_Frequently,Sales,1,Bachelor,Medical,Male,Medium,2,Sales Executive,Low,Single,4294,0,7,2,Better,7,23-27
0,Travel_Rarely,Research & Development,6,Bachelor,Medical,Male,High,1,Laboratory Technician,Low,Single,4721,1,20,3,Better,18,38-42
0,Travel_Rarely,Research & Development,2,Master,Medical,Male,High,1,Laboratory Technician,High,Single,2519,0,16,6,Better,11,33-37
1,Travel_Rarely,Sales,21,Bachelor,Other,Male,Medium,1,Sales Representative,Medium,Single,2121,1,1,3,Best,1,18-22
1,Travel_Rarely,Research & Development,4,Bachelor,Technical Degree,Male,High,1,Laboratory Technician,Low,Single,2973,0,1,2,Better,1,18-22
0,Travel_Rarely,Research & Development,12,Bachelor,Medical,Female,High,2,Healthcare Representative,Very High,Married,5855,1,10,2,Bad,9,28-32
0,Travel_Frequently,Research & Development,9,Master,Medical,Male,High,1,Research Scientist,Medium,Divorced,3617,1,3,2,Better,1,38-42
0,Travel_Rarely,Research & Development,3,Master,Medical,Female,High,2,Manufacturing Director,Low,Married,6725,0,8,2,Best,8,28-32
1,Travel_Rarely,Sales,3,Below College,Life Sciences,Male,Medium,3,Sales Executive,Very High,Married,10325,1,16,6,Better,16,33-37
0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Female,Medium,2,Healthcare Representative,Very High,Single,6949,0,6,3,Better,5,28-32
1,Travel_Rarely,Sales,1,Master,Life Sciences,Male,Medium,3,Sales Executive,High,Married,10609,0,17,2,Bad,14,33-37
0,Non-Travel,Research & Development,4,College,Life Sciences,Male,High,2,Laboratory Technician,Medium,Married,4447,0,9,5,Good,9,43-47
0,Travel_Frequently,Sales,20,Bachelor,Technical Degree,Female,High,1,Sales Representative,Very High,Married,2157,0,3,5,Better,3,28-32
0,Travel_Rarely,Sales,18,Bachelor,Medical,Female,High,2,Sales Executive,High,Married,4601,0,5,3,Better,5,33-37
0,Travel_Rarely,Research & Development,1,College,Life Sciences,Male,High,4,Manager,Very High,Married,17099,0,26,2,Good,9,48-52
1,Travel_Rarely,Research & Development,2,Bachelor,Technical Degree,Male,High,1,Research Scientist,High,Single,2479,0,7,4,Better,1,53-57
